TrajID,IMEI,IMSI,MRTime,Longitude,Latitude,Altitude,Accuracy,Speed,Dbm,isGsm,SignalToNoiseRatio,EvdoEcio,Level,BLevel,BCapacity,X,Y,Z,X_theta,Y_theta,Z_theta,Num_Connected,Mcc_1,Mnc_1,RNCID_1,CellID_1,Arfcn_1,Basic_psc_pci_1,Lon_1,Lat_1,AsuLevel_1,SignalLevel_1,Dbm_1,Type_1,Mcc_2,Mnc_2,RNCID_2,CellID_2,Arfcn_2,Basic_psc_pci_2,Lon_2,Lat_2,AsuLevel_2,SignalLevel_2,Dbm_2,Type_2,Mcc_3,Mnc_3,RNCID_3,CellID_3,Arfcn_3,Basic_psc_pci_3,Lon_3,Lat_3,AsuLevel_3,SignalLevel_3,Dbm_3,Type_3,Mcc_4,Mnc_4,RNCID_4,CellID_4,Arfcn_4,Basic_psc_pci_4,Lon_4,Lat_4,AsuLevel_4,SignalLevel_4,Dbm_4,Type_4,Mcc_5,Mnc_5,RNCID_5,CellID_5,Arfcn_5,Basic_psc_pci_5,Lon_5,Lat_5,AsuLevel_5,SignalLevel_5,Dbm_5,Type_5,Mcc_6,Mnc_6,RNCID_6,CellID_6,Arfcn_6,Basic_psc_pci_6,Lon_6,Lat_6,AsuLevel_6,SignalLevel_6,Dbm_6,Type_6,Mcc_7,Mnc_7,RNCID_7,CellID_7,Arfcn_7,Basic_psc_pci_7,Lon_7,Lat_7,AsuLevel_7,SignalLevel_7,Dbm_7,Type_7,mode
0,862534033931242.00 ,460016291512177.00 ,1521869348840.00 ,121.4957761,31.28370673,-1,25,0,-67,TRUE,-1,-1,5,67,4000,-0.331115723,-54.32128906,64.2288208,3.084082842,-0.517055571,-0.065619178,6,460,1,4199,12499,0,2147483647,0,0,17,4,-79,GSM,460,1,4199,18467,0,2147483647,0,0,11,3,-91,GSM,460,1,4199,23731,0,2147483647,0,0,11,3,-91,GSM,460,1,4199,18639,0,2147483647,0,0,15,4,-83,GSM,460,1,4199,29753,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,29752,0,2147483647,0,0,11,3,-91,GSM,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
0,862534033931242.00 ,460016291512177.00 ,1521869350899.00 ,121.4916219,31.28535886,31,10,0.9070832,-67,TRUE,-1,-1,5,67,4000,1.22833252,-45.92132568,54.93011475,3.09459877,-0.435420424,-0.077830508,7,460,1,4199,12499,0,2147483647,0,0,18,4,-77,GSM,460,1,4199,18467,0,2147483647,0,0,12,4,-89,GSM,460,1,4199,23731,0,2147483647,0,0,12,4,-89,GSM,460,1,4199,18639,0,2147483647,0,0,14,4,-85,GSM,460,1,4199,29753,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,29752,0,2147483647,0,0,11,3,-91,GSM,460,1,4199,48601,0,2147483647,0,0,2,0,-109,GSM,1
0,862534033931242.00 ,460016291512177.00 ,1521869352993.00 ,121.4916219,31.28535886,31,10,0.9070832,-67,TRUE,-1,-1,5,67,4000,-45.36132813,11.378479,63.62915039,1.799658537,0.820302844,-1.389559746,7,460,1,4199,12499,0,2147483647,0,0,20,4,-73,GSM,460,1,4199,18467,0,2147483647,0,0,12,4,-89,GSM,460,1,4199,23731,0,2147483647,0,0,12,4,-89,GSM,460,1,4199,18639,0,2147483647,0,0,14,4,-85,GSM,460,1,4199,29753,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,18637,0,2147483647,0,0,12,4,-89,GSM,460,1,4199,29751,0,2147483647,0,0,12,4,-89,GSM,1
0,862534033931242.00 ,460016291512177.00 ,1521869355047.00 ,121.4917566,31.28534315,37,14,0.72443086,-67,TRUE,-1,-1,5,67,4000,-51.08032227,-39.62097168,77.13012695,2.287583113,1.214491487,-1.617880583,7,460,1,4199,12499,0,2147483647,0,0,21,4,-71,GSM,460,1,4199,18467,0,2147483647,0,0,12,4,-89,GSM,460,1,4199,23731,0,2147483647,0,0,12,4,-89,GSM,460,1,4199,18639,0,2147483647,0,0,14,4,-85,GSM,460,1,4199,29753,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,18637,0,2147483647,0,0,12,4,-89,GSM,460,1,4199,29751,0,2147483647,0,0,12,4,-89,GSM,1
0,862534033931242.00 ,460016291512177.00 ,1521869357126.00 ,121.4917566,31.28534315,37,14,0.72443086,-67,TRUE,-1,-1,5,67,4000,-43.98040771,16.77856445,54.02984619,1.562133551,0.452150017,-1.386451364,7,460,1,4199,12499,0,2147483647,0,0,22,4,-69,GSM,460,1,4199,23731,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,18639,0,2147483647,0,0,14,4,-85,GSM,460,1,4199,29753,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,18637,0,2147483647,0,0,12,4,-89,GSM,460,1,4199,29751,0,2147483647,0,0,12,4,-89,GSM,460,1,4199,18638,0,2147483647,0,0,12,4,-89,GSM,1
0,862534033931242.00 ,460016291512177.00 ,1521869359200.00 ,121.4916591,31.28527548,38,10,0.92,-67,TRUE,-1,-1,5,66,4000,-42.59033203,11.67907715,51.62963867,1.975575686,0.932494938,-1.485584974,7,460,1,4199,12499,0,2147483647,0,0,21,4,-71,GSM,460,1,4199,23731,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,18639,0,2147483647,0,0,14,4,-85,GSM,460,1,4199,29753,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,18637,0,2147483647,0,0,12,4,-89,GSM,460,1,4199,29751,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,18638,0,2147483647,0,0,12,4,-89,GSM,1
0,862534033931242.00 ,460016291512177.00 ,1521869361275.00 ,121.4916591,31.28527548,38,10,0.92,-67,TRUE,-1,-1,5,66,4000,-46.2310791,-39.32189941,63.33007813,-2.548302412,1.216921091,3.108961344,7,460,1,4199,12499,0,2147483647,0,0,21,4,-71,GSM,460,1,4199,23731,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,18639,0,2147483647,0,0,15,4,-83,GSM,460,1,4199,29753,0,2147483647,0,0,12,4,-89,GSM,460,1,4199,18637,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,29751,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,48601,0,2147483647,0,0,2,0,-109,GSM,1
0,862534033931242.00 ,460016291512177.00 ,1521869363353.00 ,121.4916705,31.28517158,60,7,0.59816384,-67,TRUE,-1,-1,5,66,4000,-56.62078857,-19.82116699,70.5291748,2.143998384,1.063301921,-1.432320714,7,460,1,4199,12499,0,2147483647,0,0,21,4,-71,GSM,460,1,4199,23731,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,18639,0,2147483647,0,0,15,4,-83,GSM,460,1,4199,29753,0,2147483647,0,0,12,4,-89,GSM,460,1,4199,18637,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,29751,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,48601,0,2147483647,0,0,2,0,-109,GSM,1
0,862534033931242.00 ,460016291512177.00 ,1521869365431.00 ,121.4916705,31.28517158,60,7,0.59816384,-67,TRUE,-1,-1,5,66,4000,-36.35101318,25.77819824,61.83013916,1.517582297,0.584881365,-1.513882875,7,460,1,4199,12499,0,2147483647,0,0,22,4,-69,GSM,460,1,4199,23731,0,2147483647,0,0,12,4,-89,GSM,460,1,4199,18639,0,2147483647,0,0,15,4,-83,GSM,460,1,4199,18637,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,29751,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,18467,0,2147483647,0,0,12,4,-89,GSM,460,1,4199,18638,0,2147483647,0,0,12,4,-89,GSM,1
0,862534033931242.00 ,460016291512177.00 ,1521869367482.00 ,121.4916597,31.28512508,56,13,1.0517129,-67,TRUE,-1,-1,5,66,4000,-57.83081055,-3.321838379,64.2288208,2.242103577,0.942850769,-1.593990922,7,460,1,4199,12499,0,2147483647,0,0,23,4,-67,GSM,460,1,4199,23731,0,2147483647,0,0,12,4,-89,GSM,460,1,4199,18639,0,2147483647,0,0,15,4,-83,GSM,460,1,4199,18637,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,29751,0,2147483647,0,0,12,4,-89,GSM,460,1,4199,18467,0,2147483647,0,0,12,4,-89,GSM,460,1,4199,18638,0,2147483647,0,0,10,3,-93,GSM,1
0,862534033931242.00 ,460016291512177.00 ,1521869369559.00 ,121.4915386,31.28534427,36,8,1.00005,-67,TRUE,-1,-1,5,66,4000,-43.11065674,-47.42126465,69.92950439,-2.623401165,1.323732972,3.118518114,7,460,1,4199,12499,0,2147483647,0,0,22,4,-69,GSM,460,1,4199,23731,0,2147483647,0,0,12,4,-89,GSM,460,1,4199,18639,0,2147483647,0,0,15,4,-83,GSM,460,1,4199,18637,0,2147483647,0,0,12,4,-89,GSM,460,1,4199,29751,0,2147483647,0,0,12,4,-89,GSM,460,1,4199,18467,0,2147483647,0,0,12,4,-89,GSM,460,1,4199,18638,0,2147483647,0,0,10,3,-93,GSM,1
0,862534033931242.00 ,460016291512177.00 ,1521869371617.00 ,121.4915386,31.28534427,36,8,1.00005,-67,TRUE,-1,-1,5,66,4000,-59.22088623,-15.92102051,58.22906494,2.241014481,0.963281214,-1.448683858,7,460,1,4199,12499,0,2147483647,0,0,22,4,-69,GSM,460,1,4199,23731,0,2147483647,0,0,12,4,-89,GSM,460,1,4199,18639,0,2147483647,0,0,15,4,-83,GSM,460,1,4199,18637,0,2147483647,0,0,12,4,-89,GSM,460,1,4199,29751,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,48601,0,2147483647,0,0,2,0,-109,GSM,460,1,4199,29753,0,2147483647,0,0,12,4,-89,GSM,1
0,862534033931242.00 ,460016291512177.00 ,1521869373689.00 ,121.4915303,31.28521042,45,7,0.6109828,-67,TRUE,-1,-1,5,66,4000,-41.03088379,20.37811279,60.92987061,1.521051645,0.423294812,-1.515198112,7,460,1,4199,12499,0,2147483647,0,0,23,4,-67,GSM,460,1,4199,23731,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,18639,0,2147483647,0,0,15,4,-83,GSM,460,1,4199,18637,0,2147483647,0,0,12,4,-89,GSM,460,1,4199,29751,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,48601,0,2147483647,0,0,2,0,-109,GSM,460,1,4199,29753,0,2147483647,0,0,12,4,-89,GSM,1
0,862534033931242.00 ,460016291512177.00 ,1521869375789.00 ,121.4915303,31.28521042,45,7,0.6109828,-67,TRUE,-1,-1,5,66,4000,-47.27020264,13.77868652,61.52954102,1.867183447,0.807972789,-1.472425938,7,460,1,4199,12499,0,2147483647,0,0,22,4,-69,GSM,460,1,4199,23731,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,18639,0,2147483647,0,0,15,4,-83,GSM,460,1,4199,18637,0,2147483647,0,0,12,4,-89,GSM,460,1,4199,29751,0,2147483647,0,0,12,4,-89,GSM,460,1,4199,29753,0,2147483647,0,0,12,4,-89,GSM,460,1,4199,18467,0,2147483647,0,0,12,4,-89,GSM,1
0,862534033931242.00 ,460016291512177.00 ,1521869377842.00 ,121.4915053,31.2851304,53,9,0.41231057,-67,TRUE,-1,-1,5,66,4000,-49.86114502,-37.22076416,73.82965088,2.817718506,1.198285222,-2.195820808,7,460,1,4199,12499,0,2147483647,0,0,21,4,-71,GSM,460,1,4199,23731,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,18639,0,2147483647,0,0,15,4,-83,GSM,460,1,4199,18637,0,2147483647,0,0,12,4,-89,GSM,460,1,4199,29751,0,2147483647,0,0,12,4,-89,GSM,460,1,4199,29753,0,2147483647,0,0,12,4,-89,GSM,460,1,4199,18467,0,2147483647,0,0,11,3,-91,GSM,1
0,862534033931242.00 ,460016291512177.00 ,1521869379897.00 ,121.4915053,31.2851304,53,9,0.41231057,-67,TRUE,-1,-1,5,66,4000,-56.45141602,-21.6217041,71.42944336,2.198563337,0.913305879,-1.508460522,6,460,1,4199,12499,0,2147483647,0,0,20,4,-73,GSM,460,1,4199,23731,0,2147483647,0,0,12,4,-89,GSM,460,1,4199,18639,0,2147483647,0,0,14,4,-85,GSM,460,1,4199,29751,0,2147483647,0,0,12,4,-89,GSM,460,1,4199,29753,0,2147483647,0,0,12,4,-89,GSM,460,1,4199,48601,0,2147483647,0,0,14,4,-85,GSM,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
0,862534033931242.00 ,460016291512177.00 ,1521869381972.00 ,121.4914439,31.2851073,46,10,2.0453362,-67,TRUE,-1,-1,5,66,4000,-42.24090576,21.87805176,62.42980957,1.535069108,0.546862006,-1.402994871,6,460,1,4199,12499,0,2147483647,0,0,20,4,-73,GSM,460,1,4199,23731,0,2147483647,0,0,12,4,-89,GSM,460,1,4199,18639,0,2147483647,0,0,14,4,-85,GSM,460,1,4199,29751,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,29753,0,2147483647,0,0,12,4,-89,GSM,460,1,4199,48601,0,2147483647,0,0,14,4,-85,GSM,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
0,862534033931242.00 ,460016291512177.00 ,1521869384048.00 ,121.4914439,31.2851073,46,10,2.0453362,-67,TRUE,-1,-1,5,66,4000,-39.65148926,24.27825928,72.32971191,1.651495695,0.787989974,-1.478114724,6,460,1,4199,12499,0,2147483647,0,0,19,4,-75,GSM,460,1,4199,18639,0,2147483647,0,0,14,4,-85,GSM,460,1,4199,29751,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,29753,0,2147483647,0,0,12,4,-89,GSM,460,1,4199,48601,0,2147483647,0,0,2,0,-109,GSM,460,1,4199,18638,0,2147483647,0,0,12,4,-89,GSM,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
0,862534033931242.00 ,460016291512177.00 ,1521869386122.00 ,121.4914969,31.285078,22,7,0.89202017,-67,TRUE,-1,-1,5,66,4000,-56.10046387,2.07824707,81.62994385,2.308344126,0.678270161,-1.949905515,6,460,1,4199,12499,0,2147483647,0,0,19,4,-75,GSM,460,1,4199,18639,0,2147483647,0,0,14,4,-85,GSM,460,1,4199,29751,0,2147483647,0,0,14,4,-85,GSM,460,1,4199,29753,0,2147483647,0,0,12,4,-89,GSM,460,1,4199,48601,0,2147483647,0,0,2,0,-109,GSM,460,1,4199,18638,0,2147483647,0,0,13,4,-87,GSM,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
0,862534033931242.00 ,460016291512177.00 ,1521869388180.00 ,121.4914969,31.285078,22,7,0.89202017,-67,TRUE,-1,-1,5,66,4000,-39.99023438,-36.92169189,105.329895,-2.939623117,1.238441229,-2.991425037,6,460,1,4199,12499,0,2147483647,0,0,20,4,-73,GSM,460,1,4199,18639,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,29751,0,2147483647,0,0,14,4,-85,GSM,460,1,4199,29753,0,2147483647,0,0,14,4,-85,GSM,460,1,4199,48601,0,2147483647,0,0,14,4,-85,GSM,460,1,4199,18638,0,2147483647,0,0,13,4,-87,GSM,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
0,862534033931242.00 ,460016291512177.00 ,1521869390256.00 ,121.4916401,31.2850725,20,7,1.696732,-67,TRUE,-1,-1,5,66,4000,-36.35101318,-8.721923828,109.8297119,1.788110495,0.98603332,-1.461762309,6,460,1,4199,12499,0,2147483647,0,0,19,4,-75,GSM,460,1,4199,18639,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,29751,0,2147483647,0,0,17,4,-79,GSM,460,1,4199,29753,0,2147483647,0,0,14,4,-85,GSM,460,1,4199,48601,0,2147483647,0,0,14,4,-85,GSM,460,1,4199,18638,0,2147483647,0,0,14,4,-85,GSM,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
0,862534033931242.00 ,460016291512177.00 ,1521869392336.00 ,121.4916401,31.2850725,20,7,1.696732,-67,TRUE,-1,-1,5,66,4000,-35.66131592,-1.222229004,107.4295044,1.704586983,0.41694659,-1.54802537,6,460,1,4199,12499,0,2147483647,0,0,17,4,-79,GSM,460,1,4199,18639,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,29751,0,2147483647,0,0,17,4,-79,GSM,460,1,4199,29753,0,2147483647,0,0,15,4,-83,GSM,460,1,4199,48601,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,18638,0,2147483647,0,0,14,4,-85,GSM,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
0,862534033931242.00 ,460016291512177.00 ,1521869394408.00 ,121.4918017,31.28502577,31,8,0.97718984,-67,TRUE,-1,-1,5,66,4000,-27.52075195,-9.921264648,105.9295654,1.904168844,0.928112745,-1.662576437,6,460,1,4199,12499,0,2147483647,0,0,18,4,-77,GSM,460,1,4199,18639,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,29751,0,2147483647,0,0,18,4,-77,GSM,460,1,4199,29753,0,2147483647,0,0,15,4,-83,GSM,460,1,4199,48601,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,18638,0,2147483647,0,0,14,4,-85,GSM,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
0,862534033931242.00 ,460016291512177.00 ,1521869396483.00 ,121.4918112,31.28485648,43,8,2.9841247,-67,TRUE,-1,-1,5,66,4000,-51.60064697,-31.52160645,52.82897949,2.404822588,-0.634291291,0.002057707,6,460,1,4199,12499,0,2147483647,0,0,19,4,-75,GSM,460,1,4199,18639,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,29751,0,2147483647,0,0,18,4,-77,GSM,460,1,4199,29753,0,2147483647,0,0,15,4,-83,GSM,460,1,4199,48601,0,2147483647,0,0,13,4,-87,GSM,460,1,4199,18638,0,2147483647,0,0,14,4,-85,GSM,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
